olay_no,durum,ilk_ogrenme_zamani,72_saat_son_zamani,ihlal_zamani_tahmini,bildiren,olay_koordinatoru,teknik_sorumlu,etkilenen_sistemler,etkilenen_veri_kategorileri,etkilenen_kisi_sayisi,etkilenen_cocuk_sayisi,risk_degerlendirmesi,sinirlama_islemi,kanit_konumu_ve_sha256,kurula_bildirim_gerekli_mi,karar_gerekcesi,karar_veren,kurula_bildirim_zamani,kurul_teyit_no,ilgili_kisi_bildirim_zamani,takip_isleri,kapanis_onaylayan,kapanis_zamani

