inceleme_no,donem,kayit_turu,hesap_veya_kullanici,rol_veya_sir,ortam,sorumlu_birim,is_gerekcesi,ayricalik_kapsami,son_kullanim,son_rotasyon,sonraki_rotasyon,karar,karar_gerekcesi,aksiyon,aksiyon_sahibi,hedef_tarih,tamamlanma_tarihi,kanit_referansi,inceleyen,inceleme_zamani,onaylayan,onay_zamani

